"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+5.96375000000E+009, -7.93344373066E-001, +0.00000000000E+000
+5.97562500000E+009, -7.97092182117E-001, +0.00000000000E+000
+5.98750000000E+009, -8.01411140345E-001, +0.00000000000E+000
+5.99937500000E+009, -8.15742711708E-001, +0.00000000000E+000
+6.01125000000E+009, -8.10382171087E-001, +0.00000000000E+000
+6.02312500000E+009, -8.07130465918E-001, +0.00000000000E+000
+6.03500000000E+009, -8.13718718829E-001, +0.00000000000E+000
+6.04687500000E+009, -8.06641218511E-001, +0.00000000000E+000
+6.05875000000E+009, -8.12722487690E-001, +0.00000000000E+000
+6.07062500000E+009, -8.04572031555E-001, +0.00000000000E+000
+6.08250000000E+009, -8.10686405803E-001, +0.00000000000E+000
+6.09437500000E+009, -8.10279325896E-001, +0.00000000000E+000
+6.10625000000E+009, -8.27366107334E-001, +0.00000000000E+000
+6.11812500000E+009, -8.35674541164E-001, +0.00000000000E+000
+6.13000000000E+009, -8.41671433084E-001, +0.00000000000E+000
+6.14187500000E+009, -8.45879774671E-001, +0.00000000000E+000
+6.15375000000E+009, -8.49782464918E-001, +0.00000000000E+000
+6.16562500000E+009, -8.48585444406E-001, +0.00000000000E+000
+6.17750000000E+009, -8.44426705830E-001, +0.00000000000E+000
+6.18937500000E+009, -8.33482509818E-001, +0.00000000000E+000
+6.20125000000E+009, -8.19673653428E-001, +0.00000000000E+000
+6.21312500000E+009, -8.18935514244E-001, +0.00000000000E+000
+6.22500000000E+009, -8.07620434298E-001, +0.00000000000E+000
+6.23687500000E+009, -8.02207087332E-001, +0.00000000000E+000
+6.24875000000E+009, -8.14515758013E-001, +0.00000000000E+000
+6.26062500000E+009, -8.07354731846E-001, +0.00000000000E+000
+6.27250000000E+009, -8.11126096172E-001, +0.00000000000E+000
+6.28437500000E+009, -8.18082226875E-001, +0.00000000000E+000
+6.29625000000E+009, -8.30902882801E-001, +0.00000000000E+000
+6.30812500000E+009, -8.33461930529E-001, +0.00000000000E+000
+6.32000000000E+009, -8.30922588293E-001, +0.00000000000E+000
+6.33187500000E+009, -8.33866844527E-001, +0.00000000000E+000
+6.34375000000E+009, -8.40236462480E-001, +0.00000000000E+000
+6.35562500000E+009, -8.50146914698E-001, +0.00000000000E+000
+6.36750000000E+009, -8.49824475453E-001, +0.00000000000E+000
+6.37937500000E+009, -8.46719766575E-001, +0.00000000000E+000
+6.39125000000E+009, -8.53660280831E-001, +0.00000000000E+000
+6.40312500000E+009, -8.74695422739E-001, +0.00000000000E+000
+6.41500000000E+009, -8.88485841872E-001, +0.00000000000E+000
+6.42687500000E+009, -8.96972236100E-001, +0.00000000000E+000
+6.43875000000E+009, -9.17932466876E-001, +0.00000000000E+000
+6.45062500000E+009, -9.22827519090E-001, +0.00000000000E+000
+6.46250000000E+009, -9.41037832353E-001, +0.00000000000E+000
+6.47437500000E+009, -9.39174536446E-001, +0.00000000000E+000
+6.48625000000E+009, -9.37356037159E-001, +0.00000000000E+000
+6.49812500000E+009, -9.23388385492E-001, +0.00000000000E+000
+6.51000000000E+009, -9.12327069310E-001, +0.00000000000E+000
+6.52187500000E+009, -8.96549213725E-001, +0.00000000000E+000
+6.53375000000E+009, -8.76964097364E-001, +0.00000000000E+000
+6.54562500000E+009, -8.59563482261E-001, +0.00000000000E+000
+6.55750000000E+009, -8.43686836785E-001, +0.00000000000E+000
+6.56937500000E+009, -8.28603937954E-001, +0.00000000000E+000
+6.58125000000E+009, -8.23678894366E-001, +0.00000000000E+000
+6.59312500000E+009, -8.18228139880E-001, +0.00000000000E+000
+6.60500000000E+009, -8.26210811855E-001, +0.00000000000E+000
+6.61687500000E+009, -8.28436127336E-001, +0.00000000000E+000
+6.62875000000E+009, -8.40383619592E-001, +0.00000000000E+000
+6.64062500000E+009, -8.41157106608E-001, +0.00000000000E+000
+6.65250000000E+009, -8.48434384272E-001, +0.00000000000E+000
+6.66437500000E+009, -8.58882363889E-001, +0.00000000000E+000
+6.67625000000E+009, -8.47671352188E-001, +0.00000000000E+000
+6.68812500000E+009, -8.53818201706E-001, +0.00000000000E+000
+6.70000000000E+009, -8.57535435544E-001, +0.00000000000E+000
+6.71187500000E+009, -8.58469570759E-001, +0.00000000000E+000
+6.72375000000E+009, -8.68438214953E-001, +0.00000000000E+000
+6.73562500000E+009, -8.74933012677E-001, +0.00000000000E+000
+6.74750000000E+009, -8.74141652630E-001, +0.00000000000E+000
+6.75937500000E+009, -8.77232914295E-001, +0.00000000000E+000
+6.77125000000E+009, -8.93757150830E-001, +0.00000000000E+000
+6.78312500000E+009, -8.95642781447E-001, +0.00000000000E+000
+6.79500000000E+009, -8.97925205174E-001, +0.00000000000E+000
+6.80687500000E+009, -8.92708438320E-001, +0.00000000000E+000
+6.81875000000E+009, -8.91031190191E-001, +0.00000000000E+000
+6.83062500000E+009, -8.96058334817E-001, +0.00000000000E+000
+6.84250000000E+009, -8.94117159988E-001, +0.00000000000E+000
+6.85437500000E+009, -9.03909881882E-001, +0.00000000000E+000
+6.86625000000E+009, -8.96832032808E-001, +0.00000000000E+000
+6.87812500000E+009, -8.98456949480E-001, +0.00000000000E+000
+6.89000000000E+009, -9.03087781210E-001, +0.00000000000E+000
+6.90187500000E+009, -9.17473363689E-001, +0.00000000000E+000
+6.91375000000E+009, -9.17759779188E-001, +0.00000000000E+000
+6.92562500000E+009, -9.10973228864E-001, +0.00000000000E+000
+6.93750000000E+009, -9.11128592717E-001, +0.00000000000E+000
+6.94937500000E+009, -9.16637175281E-001, +0.00000000000E+000
+6.96125000000E+009, -9.21334998878E-001, +0.00000000000E+000
+6.97312500000E+009, -9.17100674556E-001, +0.00000000000E+000
+6.98500000000E+009, -9.22474263196E-001, +0.00000000000E+000
+6.99687500000E+009, -9.21764719449E-001, +0.00000000000E+000
+7.00875000000E+009, -9.37674606680E-001, +0.00000000000E+000
+7.02062500000E+009, -9.48384435428E-001, +0.00000000000E+000
+7.03250000000E+009, -9.64364012104E-001, +0.00000000000E+000
+7.04437500000E+009, -9.62617091699E-001, +0.00000000000E+000
+7.05625000000E+009, -9.68961373371E-001, +0.00000000000E+000
+7.06812500000E+009, -9.61057120777E-001, +0.00000000000E+000
+7.08000000000E+009, -9.59328162235E-001, +0.00000000000E+000
+7.09187500000E+009, -9.41847168202E-001, +0.00000000000E+000
+7.10375000000E+009, -9.24847016700E-001, +0.00000000000E+000
+7.11562500000E+009, -9.12167279127E-001, +0.00000000000E+000
+7.12750000000E+009, -9.06262821074E-001, +0.00000000000E+000
+7.13937500000E+009, -8.90968645667E-001, +0.00000000000E+000
+7.15125000000E+009, -8.81557294549E-001, +0.00000000000E+000
+7.16312500000E+009, -8.87303287903E-001, +0.00000000000E+000
+7.17500000000E+009, -8.88967613328E-001, +0.00000000000E+000
+7.18687500000E+009, -8.83425717383E-001, +0.00000000000E+000
+7.19875000000E+009, -9.01683306220E-001, +0.00000000000E+000
+7.21062500000E+009, -8.93437012007E-001, +0.00000000000E+000
+7.22250000000E+009, -9.13699460063E-001, +0.00000000000E+000
+7.23437500000E+009, -9.13731290877E-001, +0.00000000000E+000
+7.24625000000E+009, -9.30777458250E-001, +0.00000000000E+000
+7.25812500000E+009, -9.40101378947E-001, +0.00000000000E+000
+7.27000000000E+009, -9.41170197721E-001, +0.00000000000E+000
+7.28187500000E+009, -9.47380190971E-001, +0.00000000000E+000
+7.29375000000E+009, -9.60303123289E-001, +0.00000000000E+000
+7.30562500000E+009, -9.57534737716E-001, +0.00000000000E+000
+7.31750000000E+009, -9.70009836027E-001, +0.00000000000E+000
+7.32937500000E+009, -9.71040259960E-001, +0.00000000000E+000
+7.34125000000E+009, -9.66646766310E-001, +0.00000000000E+000
+7.35312500000E+009, -9.67461472323E-001, +0.00000000000E+000
+7.36500000000E+009, -9.86852542257E-001, +0.00000000000E+000
+7.37687500000E+009, -9.79845072860E-001, +0.00000000000E+000
+7.38875000000E+009, -9.64923115796E-001, +0.00000000000E+000
+7.40062500000E+009, -9.55915720922E-001, +0.00000000000E+000
+7.41250000000E+009, -9.65606998694E-001, +0.00000000000E+000
+7.42437500000E+009, -9.49446243371E-001, +0.00000000000E+000
+7.43625000000E+009, -9.56131101279E-001, +0.00000000000E+000
+7.44812500000E+009, -9.60306681843E-001, +0.00000000000E+000
+7.46000000000E+009, -9.54278516703E-001, +0.00000000000E+000
+7.47187500000E+009, -9.68954693750E-001, +0.00000000000E+000
+7.48375000000E+009, -9.80553696303E-001, +0.00000000000E+000
+7.49562500000E+009, -1.00303145967E+000, +0.00000000000E+000
+7.50750000000E+009, -1.01028690554E+000, +0.00000000000E+000
+7.51937500000E+009, -1.00252722674E+000, +0.00000000000E+000
+7.53125000000E+009, -1.00817175577E+000, +0.00000000000E+000
+7.54312500000E+009, -9.98040467179E-001, +0.00000000000E+000
+7.55500000000E+009, -9.97352924093E-001, +0.00000000000E+000
+7.56687500000E+009, -9.92457212274E-001, +0.00000000000E+000
+7.57875000000E+009, -9.98991426289E-001, +0.00000000000E+000
+7.59062500000E+009, -1.00878418549E+000, +0.00000000000E+000
+7.60250000000E+009, -1.02574345401E+000, +0.00000000000E+000
+7.61437500000E+009, -1.06701496416E+000, +0.00000000000E+000
+7.62625000000E+009, -1.09287010769E+000, +0.00000000000E+000
+7.63812500000E+009, -1.11725735232E+000, +0.00000000000E+000
+7.65000000000E+009, -1.13010576870E+000, +0.00000000000E+000
+7.66187500000E+009, -1.16343582690E+000, +0.00000000000E+000
+7.67375000000E+009, -1.17551963831E+000, +0.00000000000E+000
+7.68562500000E+009, -1.16086680279E+000, +0.00000000000E+000
+7.69750000000E+009, -1.16048088887E+000, +0.00000000000E+000
+7.70937500000E+009, -1.13687523428E+000, +0.00000000000E+000
+7.72125000000E+009, -1.11744287180E+000, +0.00000000000E+000
+7.73312500000E+009, -1.08855903969E+000, +0.00000000000E+000
+7.74500000000E+009, -1.06456975907E+000, +0.00000000000E+000
+7.75687500000E+009, -1.04877757659E+000, +0.00000000000E+000
+7.76875000000E+009, -1.02247726762E+000, +0.00000000000E+000
+7.78062500000E+009, -1.01567145801E+000, +0.00000000000E+000
+7.79250000000E+009, -1.00505948966E+000, +0.00000000000E+000
+7.80437500000E+009, -1.01030599861E+000, +0.00000000000E+000
+7.81625000000E+009, -1.00843782100E+000, +0.00000000000E+000
+7.82812500000E+009, -1.00463863761E+000, +0.00000000000E+000
+7.84000000000E+009, -1.01178902526E+000, +0.00000000000E+000
+7.85187500000E+009, -1.00630661334E+000, +0.00000000000E+000
+7.86375000000E+009, -1.01059170247E+000, +0.00000000000E+000
+7.87562500000E+009, -1.00694419316E+000, +0.00000000000E+000
+7.88750000000E+009, -1.01349701894E+000, +0.00000000000E+000
+7.89937500000E+009, -1.01365007674E+000, +0.00000000000E+000
+7.91125000000E+009, -1.03741204613E+000, +0.00000000000E+000
+7.92312500000E+009, -1.04464727973E+000, +0.00000000000E+000
+7.93500000000E+009, -1.05718926589E+000, +0.00000000000E+000
+7.94687500000E+009, -1.05473444136E+000, +0.00000000000E+000
+7.95875000000E+009, -1.06378959329E+000, +0.00000000000E+000
+7.97062500000E+009, -1.06630910062E+000, +0.00000000000E+000
+7.98250000000E+009, -1.05388316056E+000, +0.00000000000E+000
+7.99437500000E+009, -1.05502739528E+000, +0.00000000000E+000
+8.00625000000E+009, -1.03030353398E+000, +0.00000000000E+000
+8.01812500000E+009, -1.01261863479E+000, +0.00000000000E+000
+8.03000000000E+009, -1.00601754332E+000, +0.00000000000E+000
+8.04187500000E+009, -1.00679424116E+000, +0.00000000000E+000
+8.05375000000E+009, -1.00140169576E+000, +0.00000000000E+000
+8.06562500000E+009, -9.99097525728E-001, +0.00000000000E+000
+8.07750000000E+009, -9.94640609800E-001, +0.00000000000E+000
+8.08937500000E+009, -1.00717521521E+000, +0.00000000000E+000
+8.10125000000E+009, -1.02834077214E+000, +0.00000000000E+000
+8.11312500000E+009, -1.02227130091E+000, +0.00000000000E+000
+8.12500000000E+009, -1.02822982502E+000, +0.00000000000E+000
+8.13687500000E+009, -1.03449162388E+000, +0.00000000000E+000
+8.14875000000E+009, -1.03930299687E+000, +0.00000000000E+000
+8.16062500000E+009, -1.05639547499E+000, +0.00000000000E+000
+8.17250000000E+009, -1.06348983124E+000, +0.00000000000E+000
+8.18437500000E+009, -1.06257076478E+000, +0.00000000000E+000
+8.19625000000E+009, -1.06482833575E+000, +0.00000000000E+000
+8.20812500000E+009, -1.06255322533E+000, +0.00000000000E+000
+8.22000000000E+009, -1.06889813114E+000, +0.00000000000E+000
+8.23187500000E+009, -1.08336652907E+000, +0.00000000000E+000
+8.24375000000E+009, -1.07579474921E+000, +0.00000000000E+000
+8.25562500000E+009, -1.06250266270E+000, +0.00000000000E+000
+8.26750000000E+009, -1.07409133648E+000, +0.00000000000E+000
+8.27937500000E+009, -1.07884787434E+000, +0.00000000000E+000
+8.29125000000E+009, -1.09724344439E+000, +0.00000000000E+000
+8.30312500000E+009, -1.07628435162E+000, +0.00000000000E+000
+8.31500000000E+009, -1.08375858959E+000, +0.00000000000E+000
+8.32687500000E+009, -1.08240804016E+000, +0.00000000000E+000
+8.33875000000E+009, -1.08255962705E+000, +0.00000000000E+000
+8.35062500000E+009, -1.08999862319E+000, +0.00000000000E+000
+8.36250000000E+009, -1.09442192531E+000, +0.00000000000E+000
+8.37437500000E+009, -1.11443070294E+000, +0.00000000000E+000
+8.38625000000E+009, -1.10695904336E+000, +0.00000000000E+000
+8.39812500000E+009, -1.11317750854E+000, +0.00000000000E+000
+8.41000000000E+009, -1.14948644019E+000, +0.00000000000E+000
+8.42187500000E+009, -1.14395895421E+000, +0.00000000000E+000
+8.43375000000E+009, -1.15430923803E+000, +0.00000000000E+000
+8.44562500000E+009, -1.14898429807E+000, +0.00000000000E+000
+8.45750000000E+009, -1.15342940445E+000, +0.00000000000E+000
+8.46937500000E+009, -1.17005636006E+000, +0.00000000000E+000
+8.48125000000E+009, -1.16327572098E+000, +0.00000000000E+000
+8.49312500000E+009, -1.16018301149E+000, +0.00000000000E+000
+8.50500000000E+009, -1.11897274001E+000, +0.00000000000E+000
+8.51687500000E+009, -1.17787958904E+000, +0.00000000000E+000
+8.52875000000E+009, -1.17929187679E+000, +0.00000000000E+000
+8.54062500000E+009, -1.10715309281E+000, +0.00000000000E+000
+8.55250000000E+009, -1.17515127150E+000, +0.00000000000E+000
+8.56437500000E+009, -1.14567715584E+000, +0.00000000000E+000
+8.57625000000E+009, -1.13945658939E+000, +0.00000000000E+000
+8.58812500000E+009, -1.11379813986E+000, +0.00000000000E+000
+8.60000000000E+009, -1.10892714313E+000, +0.00000000000E+000
+8.61187500000E+009, -1.08848654076E+000, +0.00000000000E+000
+8.62375000000E+009, -1.05039060618E+000, +0.00000000000E+000
+8.63562500000E+009, -1.09430305337E+000, +0.00000000000E+000
+8.64750000000E+009, -1.14182593228E+000, +0.00000000000E+000
+8.65937500000E+009, -1.16598544410E+000, +0.00000000000E+000
+8.67125000000E+009, -1.18297633586E+000, +0.00000000000E+000
+8.68312500000E+009, -1.17514503076E+000, +0.00000000000E+000
+8.69500000000E+009, -1.21089164026E+000, +0.00000000000E+000
+8.70687500000E+009, -1.20241607223E+000, +0.00000000000E+000
+8.71875000000E+009, -1.16325525014E+000, +0.00000000000E+000
+8.73062500000E+009, -1.17223417574E+000, +0.00000000000E+000
+8.74250000000E+009, -1.15696870708E+000, +0.00000000000E+000
+8.75437500000E+009, -1.13698853718E+000, +0.00000000000E+000
+8.76625000000E+009, -1.17272928102E+000, +0.00000000000E+000
+8.77812500000E+009, -1.20023405651E+000, +0.00000000000E+000
+8.79000000000E+009, -1.18545770292E+000, +0.00000000000E+000
+8.80187500000E+009, -1.20089883456E+000, +0.00000000000E+000
+8.81375000000E+009, -1.18433360754E+000, +0.00000000000E+000
+8.82562500000E+009, -1.16184738079E+000, +0.00000000000E+000
+8.83750000000E+009, -1.16673724441E+000, +0.00000000000E+000
+8.84937500000E+009, -1.15125271877E+000, +0.00000000000E+000
+8.86125000000E+009, -1.17458198768E+000, +0.00000000000E+000
+8.87312500000E+009, -1.15526184201E+000, +0.00000000000E+000
+8.88500000000E+009, -1.15684530579E+000, +0.00000000000E+000
+8.89687500000E+009, -1.11307204452E+000, +0.00000000000E+000
+8.90875000000E+009, -1.10930865824E+000, +0.00000000000E+000
+8.92062500000E+009, -1.14699834029E+000, +0.00000000000E+000
+8.93250000000E+009, -1.15334898865E+000, +0.00000000000E+000
+8.94437500000E+009, -1.16386573405E+000, +0.00000000000E+000
+8.95625000000E+009, -1.14639947646E+000, +0.00000000000E+000
+8.96812500000E+009, -1.18839990856E+000, +0.00000000000E+000
+8.98000000000E+009, -1.16111483564E+000, +0.00000000000E+000
+8.99187500000E+009, -1.19040937810E+000, +0.00000000000E+000
+9.00375000000E+009, -1.16805310834E+000, +0.00000000000E+000
+9.01562500000E+009, -1.17927709273E+000, +0.00000000000E+000
+9.02750000000E+009, -1.13619793431E+000, +0.00000000000E+000
+9.03937500000E+009, -1.22183575932E+000, +0.00000000000E+000
+9.05125000000E+009, -1.21577338233E+000, +0.00000000000E+000
+9.06312500000E+009, -1.22133383205E+000, +0.00000000000E+000
+9.07500000000E+009, -1.23645122735E+000, +0.00000000000E+000
+9.08687500000E+009, -1.27645454785E+000, +0.00000000000E+000
+9.09875000000E+009, -1.33331204513E+000, +0.00000000000E+000
+9.11062500000E+009, -1.35049424318E+000, +0.00000000000E+000
+9.12250000000E+009, -1.35478983602E+000, +0.00000000000E+000
+9.13437500000E+009, -1.34999046385E+000, +0.00000000000E+000
+9.14625000000E+009, -1.34949927751E+000, +0.00000000000E+000
+9.15812500000E+009, -1.36558591604E+000, +0.00000000000E+000
+9.17000000000E+009, -1.31882611951E+000, +0.00000000000E+000
+9.18187500000E+009, -1.31576795131E+000, +0.00000000000E+000
+9.19375000000E+009, -1.26795665155E+000, +0.00000000000E+000
+9.20562500000E+009, -1.21006448027E+000, +0.00000000000E+000
+9.21750000000E+009, -1.19567900946E+000, +0.00000000000E+000
+9.22937500000E+009, -1.18593230367E+000, +0.00000000000E+000
+9.24125000000E+009, -1.14870908824E+000, +0.00000000000E+000
+9.25312500000E+009, -1.17498899753E+000, +0.00000000000E+000
+9.26500000000E+009, -1.17566527493E+000, +0.00000000000E+000
+9.27687500000E+009, -1.14196884523E+000, +0.00000000000E+000
+9.28875000000E+009, -1.18398056238E+000, +0.00000000000E+000
+9.30062500000E+009, -1.19385873362E+000, +0.00000000000E+000
+9.31250000000E+009, -1.21031631827E+000, +0.00000000000E+000
+9.32437500000E+009, -1.23792251231E+000, +0.00000000000E+000
+9.33625000000E+009, -1.20998941908E+000, +0.00000000000E+000
+9.34812500000E+009, -1.21183184174E+000, +0.00000000000E+000
+9.36000000000E+009, -1.19693016656E+000, +0.00000000000E+000
+9.37187500000E+009, -1.20172697012E+000, +0.00000000000E+000
+9.38375000000E+009, -1.21238134287E+000, +0.00000000000E+000
+9.39562500000E+009, -1.21005928031E+000, +0.00000000000E+000
+9.40750000000E+009, -1.18295585694E+000, +0.00000000000E+000
+9.41937500000E+009, -1.22403507815E+000, +0.00000000000E+000
+9.43125000000E+009, -1.24622677996E+000, +0.00000000000E+000
+9.44312500000E+009, -1.22666590407E+000, +0.00000000000E+000
+9.45500000000E+009, -1.24510243537E+000, +0.00000000000E+000
+9.46687500000E+009, -1.21682163076E+000, +0.00000000000E+000
+9.47875000000E+009, -1.24818300011E+000, +0.00000000000E+000
+9.49062500000E+009, -1.25357078919E+000, +0.00000000000E+000
+9.50250000000E+009, -1.24409253017E+000, +0.00000000000E+000
+9.51437500000E+009, -1.23974122177E+000, +0.00000000000E+000
+9.52625000000E+009, -1.22733227672E+000, +0.00000000000E+000
+9.53812500000E+009, -1.24228890888E+000, +0.00000000000E+000
+9.55000000000E+009, -1.27169743499E+000, +0.00000000000E+000
+9.56187500000E+009, -1.26296991492E+000, +0.00000000000E+000
+9.57375000000E+009, -1.29164591791E+000, +0.00000000000E+000
+9.58562500000E+009, -1.33810375012E+000, +0.00000000000E+000
+9.59750000000E+009, -1.29412726092E+000, +0.00000000000E+000
+9.60937500000E+009, -1.33907204507E+000, +0.00000000000E+000
+9.62125000000E+009, -1.34497089894E+000, +0.00000000000E+000
+9.63312500000E+009, -1.33431075136E+000, +0.00000000000E+000
+9.64500000000E+009, -1.29308099060E+000, +0.00000000000E+000
+9.65687500000E+009, -1.28873590502E+000, +0.00000000000E+000
+9.66875000000E+009, -1.31512373410E+000, +0.00000000000E+000
+9.68062500000E+009, -1.31010895632E+000, +0.00000000000E+000
+9.69250000000E+009, -1.33694172238E+000, +0.00000000000E+000
+9.70437500000E+009, -1.31518972454E+000, +0.00000000000E+000
+9.71625000000E+009, -1.32888631488E+000, +0.00000000000E+000
+9.72812500000E+009, -1.34375265625E+000, +0.00000000000E+000
+9.74000000000E+009, -1.34216837466E+000, +0.00000000000E+000
+9.75187500000E+009, -1.37215881868E+000, +0.00000000000E+000
+9.76375000000E+009, -1.31664635107E+000, +0.00000000000E+000
+9.77562500000E+009, -1.31004700122E+000, +0.00000000000E+000
+9.78750000000E+009, -1.29364445553E+000, +0.00000000000E+000
+9.79937500000E+009, -1.30670319074E+000, +0.00000000000E+000
+9.81125000000E+009, -1.27968748512E+000, +0.00000000000E+000
+9.82312500000E+009, -1.29201942438E+000, +0.00000000000E+000
+9.83500000000E+009, -1.28518494108E+000, +0.00000000000E+000
+9.84687500000E+009, -1.29198386658E+000, +0.00000000000E+000
+9.85875000000E+009, -1.29419850189E+000, +0.00000000000E+000
+9.87062500000E+009, -1.31533831860E+000, +0.00000000000E+000
+9.88250000000E+009, -1.31989257599E+000, +0.00000000000E+000
+9.89437500000E+009, -1.32316419973E+000, +0.00000000000E+000
+9.90625000000E+009, -1.33030485945E+000, +0.00000000000E+000
+9.91812500000E+009, -1.30317118673E+000, +0.00000000000E+000
+9.93000000000E+009, -1.31340122123E+000, +0.00000000000E+000
+9.94187500000E+009, -1.35973410556E+000, +0.00000000000E+000
+9.95375000000E+009, -1.30484040684E+000, +0.00000000000E+000
+9.96562500000E+009, -1.32008871098E+000, +0.00000000000E+000
+9.97750000000E+009, -1.34664941192E+000, +0.00000000000E+000
+9.98937500000E+009, -1.35571068707E+000, +0.00000000000E+000
+1.00012500000E+010, -1.34374435191E+000, +0.00000000000E+000
+1.00131250000E+010, -1.35500524367E+000, +0.00000000000E+000
+1.00250000000E+010, -1.38118398383E+000, +0.00000000000E+000
+1.00368750000E+010, -1.35779755840E+000, +0.00000000000E+000
+1.00487500000E+010, -1.40325080580E+000, +0.00000000000E+000
+1.00606250000E+010, -1.42493555125E+000, +0.00000000000E+000
+1.00725000000E+010, -1.40938501011E+000, +0.00000000000E+000
+1.00843750000E+010, -1.37693564186E+000, +0.00000000000E+000
+1.00962500000E+010, -1.41950790796E+000, +0.00000000000E+000
+1.01081250000E+010, -1.39014522144E+000, +0.00000000000E+000
+1.01200000000E+010, -1.37848033923E+000, +0.00000000000E+000
+1.01318750000E+010, -1.39489052293E+000, +0.00000000000E+000
+1.01437500000E+010, -1.40501778021E+000, +0.00000000000E+000
+1.01556250000E+010, -1.37181700139E+000, +0.00000000000E+000
+1.01675000000E+010, -1.40248445592E+000, +0.00000000000E+000
+1.01793750000E+010, -1.40034198653E+000, +0.00000000000E+000
+1.01912500000E+010, -1.39673936266E+000, +0.00000000000E+000
+1.02031250000E+010, -1.39499982678E+000, +0.00000000000E+000
+1.02150000000E+010, -1.41543489093E+000, +0.00000000000E+000
+1.02268750000E+010, -1.41453665684E+000, +0.00000000000E+000
+1.02387500000E+010, -1.42808864430E+000, +0.00000000000E+000
+1.02506250000E+010, -1.40210259614E+000, +0.00000000000E+000
+1.02625000000E+010, -1.39404711733E+000, +0.00000000000E+000
+1.02743750000E+010, -1.37558592807E+000, +0.00000000000E+000
+1.02862500000E+010, -1.37496139575E+000, +0.00000000000E+000
+1.02981250000E+010, -1.35517009985E+000, +0.00000000000E+000
+1.03100000000E+010, -1.34910227041E+000, +0.00000000000E+000
+1.03218750000E+010, -1.35412727670E+000, +0.00000000000E+000
+1.03337500000E+010, -1.34859620934E+000, +0.00000000000E+000
+1.03456250000E+010, -1.38137877475E+000, +0.00000000000E+000
+1.03575000000E+010, -1.37125080605E+000, +0.00000000000E+000
+1.03693750000E+010, -1.36842662969E+000, +0.00000000000E+000
+1.03812500000E+010, -1.38675258914E+000, +0.00000000000E+000
+1.03931250000E+010, -1.37087326452E+000, +0.00000000000E+000
+1.04050000000E+010, -1.36932721087E+000, +0.00000000000E+000
+1.04168750000E+010, -1.39677482251E+000, +0.00000000000E+000
+1.04287500000E+010, -1.40222309391E+000, +0.00000000000E+000
+1.04406250000E+010, -1.43408386439E+000, +0.00000000000E+000
+1.04525000000E+010, -1.44572503686E+000, +0.00000000000E+000
+1.04643750000E+010, -1.46104815405E+000, +0.00000000000E+000
+1.04762500000E+010, -1.44327326389E+000, +0.00000000000E+000
+1.04881250000E+010, -1.47016926656E+000, +0.00000000000E+000
+1.05000000000E+010, -1.49325672229E+000, +0.00000000000E+000
+1.05118750000E+010, -1.52156741086E+000, +0.00000000000E+000
+1.05237500000E+010, -1.47276043394E+000, +0.00000000000E+000
+1.05356250000E+010, -1.52434792144E+000, +0.00000000000E+000
+1.05475000000E+010, -1.53817228472E+000, +0.00000000000E+000
+1.05593750000E+010, -1.53657644817E+000, +0.00000000000E+000
+1.05712500000E+010, -1.50231437625E+000, +0.00000000000E+000
+1.05831250000E+010, -1.52038900097E+000, +0.00000000000E+000
+1.05950000000E+010, -1.55468159434E+000, +0.00000000000E+000
+1.06068750000E+010, -1.50248115937E+000, +0.00000000000E+000
+1.06187500000E+010, -1.53052981072E+000, +0.00000000000E+000
+1.06306250000E+010, -1.49085965321E+000, +0.00000000000E+000
+1.06425000000E+010, -1.50525797643E+000, +0.00000000000E+000
+1.06543750000E+010, -1.49089203961E+000, +0.00000000000E+000
+1.06662500000E+010, -1.45412708210E+000, +0.00000000000E+000
+1.06781250000E+010, -1.44070974142E+000, +0.00000000000E+000
+1.06900000000E+010, -1.42512496048E+000, +0.00000000000E+000
+1.07018750000E+010, -1.48017318857E+000, +0.00000000000E+000
+1.07137500000E+010, -1.45379407796E+000, +0.00000000000E+000
+1.07256250000E+010, -1.47588174351E+000, +0.00000000000E+000
+1.07375000000E+010, -1.49270970435E+000, +0.00000000000E+000
+1.07493750000E+010, -1.48179640418E+000, +0.00000000000E+000
+1.07612500000E+010, -1.49485796818E+000, +0.00000000000E+000
+1.07731250000E+010, -1.52048654390E+000, +0.00000000000E+000
+1.07850000000E+010, -1.52482951925E+000, +0.00000000000E+000
+1.07968750000E+010, -1.52827294044E+000, +0.00000000000E+000
+1.08087500000E+010, -1.50874209755E+000, +0.00000000000E+000
+1.08206250000E+010, -1.53793407637E+000, +0.00000000000E+000
+1.08325000000E+010, -1.50823772083E+000, +0.00000000000E+000
+1.08443750000E+010, -1.50397049565E+000, +0.00000000000E+000
+1.08562500000E+010, -1.53048556894E+000, +0.00000000000E+000
+1.08681250000E+010, -1.51484948601E+000, +0.00000000000E+000
+1.08800000000E+010, -1.54190815297E+000, +0.00000000000E+000
+1.08918750000E+010, -1.54349528782E+000, +0.00000000000E+000
+1.09037500000E+010, -1.51844401226E+000, +0.00000000000E+000
+1.09156250000E+010, -1.48968892480E+000, +0.00000000000E+000
+1.09275000000E+010, -1.48885270986E+000, +0.00000000000E+000
+1.09393750000E+010, -1.52319254075E+000, +0.00000000000E+000
+1.09512500000E+010, -1.50444787370E+000, +0.00000000000E+000
+1.09631250000E+010, -1.49298667497E+000, +0.00000000000E+000
+1.09750000000E+010, -1.49506295559E+000, +0.00000000000E+000
